callerfilename,callermodule,callerfunction,calleefilename,calleemodule,calleefunction
./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,_limit_signed_rational,./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,_limit_rational
./apps/Pillow/src/PIL/PngImagePlugin.py,PIL.PngImagePlugin,_write_multiple_frames,./apps/Pillow/src/PIL/ImageFont.py,PIL.ImageFont,delta.getbbox
./apps/Pillow/src/PIL/ImtImagePlugin.py,PIL.ImtImagePlugin,_open,./apps/Pillow/src/PIL/_typing.py,PIL._typing,self.fp.read
./apps/Pillow/src/PIL/IcoImagePlugin.py,PIL.IcoImagePlugin,_save,./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,fp.write
./apps/Pillow/src/PIL/BmpImagePlugin.py,PIL.BmpImagePlugin,_bitmap,./apps/Pillow/src/PIL/PngImagePlugin.py,PIL.PngImagePlugin,args.append
./apps/Pillow/src/PIL/PngImagePlugin.py,PIL.PngImagePlugin,_write_multiple_frames,./apps/Pillow/src/PIL/QoiImagePlugin.py,PIL.QoiImagePlugin,encoderinfo.get
./apps/Pillow/src/PIL/MpoImagePlugin.py,PIL.MpoImagePlugin,_save_all,builtins,builtins,len
./apps/Pillow/src/PIL/PdfParser.py,PIL.PdfParser,write_header,./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,self.f.write
./apps/Pillow/src/PIL/IcoImagePlugin.py,PIL.IcoImagePlugin,_save,./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,fp.write
./apps/Pillow/src/PIL/BmpImagePlugin.py,PIL.BmpImagePlugin,_bitmap,./apps/Pillow/src/PIL/PngImagePlugin.py,PIL.PngImagePlugin,args.append
./apps/Pillow/src/PIL/MpoImagePlugin.py,PIL.MpoImagePlugin,_save_all,./apps/Pillow/src/PIL/DdsImagePlugin.py,PIL.DdsImagePlugin,JpegImagePlugin._save
./apps/Pillow/src/PIL/PngImagePlugin.py,PIL.PngImagePlugin,_write_multiple_frames,./apps/Pillow/src/PIL/QoiImagePlugin.py,PIL.QoiImagePlugin,encoderinfo.get
./apps/Pillow/src/PIL/IcoImagePlugin.py,PIL.IcoImagePlugin,_save,++imported++,_binary,o16
./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,delegate,webbrowser,webbrowser,getattr
./apps/Pillow/src/PIL/ImtImagePlugin.py,PIL.ImtImagePlugin,_open,./apps/Pillow/src/PIL/ImageFile.py,PIL.ImageFile._Tile,ImageFile._Tile
./apps/Pillow/src/PIL/PdfParser.py,PIL.PdfParser,write_comment,./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,self.f.write
./apps/Pillow/src/PIL/ImageDraw2.py,PIL.ImageDraw2,__init__,./apps/Pillow/src/PIL/ImageQt.py,PIL.ImageQt,ImageColor.getrgb
./apps/Pillow/src/PIL/MpoImagePlugin.py,PIL.MpoImagePlugin,_save_all,./apps/Pillow/src/PIL/ImageChops.py,PIL.ImageChops,offsets.append
./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,delegate,webbrowser,webbrowser,getattr
./apps/Pillow/src/PIL/PdfParser.py,PIL.PdfParser,write_comment,./apps/Pillow/src/PIL/QoiImagePlugin.py,PIL.QoiImagePlugin,encode
./apps/Pillow/src/PIL/ImtImagePlugin.py,PIL.ImtImagePlugin,_open,./apps/Pillow/src/PIL/ImImagePlugin.py,PIL.ImImagePlugin,self.fp.tell
./apps/Pillow/src/PIL/PngImagePlugin.py,PIL.PngImagePlugin,_write_multiple_frames,./apps/Pillow/src/PIL/PngImagePlugin.py,PIL.PngImagePlugin,im_frames.append
./apps/Pillow/src/PIL/IcoImagePlugin.py,PIL.IcoImagePlugin,_save,++imported++,typing,BytesIO
./apps/Pillow/src/PIL/SgiImagePlugin.py,PIL.SgiImagePlugin,decode,builtins,builtins,len
./apps/Pillow/src/PIL/MpoImagePlugin.py,PIL.MpoImagePlugin,_save_all,./apps/Pillow/src/PIL/ImImagePlugin.py,PIL.ImImagePlugin,fp.tell
./apps/Pillow/src/PIL/BmpImagePlugin.py,PIL.BmpImagePlugin,_bitmap,./apps/Pillow/src/PIL/ImageFile.py,PIL.ImageFile._Tile,ImageFile._Tile
./apps/Pillow/src/PIL/ImtImagePlugin.py,PIL.ImtImagePlugin,_open,builtins,builtins,len
./apps/Pillow/src/PIL/PngImagePlugin.py,PIL.PngImagePlugin,_write_multiple_frames,./apps/Pillow/src/PIL/PngImagePlugin.py,PIL.PngImagePlugin._Frame,_Frame
./apps/Pillow/src/PIL/IcoImagePlugin.py,PIL.IcoImagePlugin,_save,./apps/Pillow/src/PIL/IcoImagePlugin.py,PIL.IcoImagePlugin,frame.save
./apps/Pillow/src/PIL/SgiImagePlugin.py,PIL.SgiImagePlugin,decode,./apps/Pillow/src/PIL/ImImagePlugin.py,PIL.ImImagePlugin,self.fd.seek
./apps/Pillow/src/PIL/BmpImagePlugin.py,PIL.BmpImagePlugin,_bitmap,./apps/Pillow/src/PIL/ImImagePlugin.py,PIL.ImImagePlugin,self.fp.tell
./apps/Pillow/src/PIL/PdfParser.py,PIL.PdfParser,write_catalog,./apps/Pillow/src/PIL/PdfParser.py,PIL.PdfParser,self.del_root
./apps/Pillow/src/PIL/PngImagePlugin.py,PIL.PngImagePlugin,_write_multiple_frames,builtins,builtins,len
./apps/Pillow/src/PIL/MpoImagePlugin.py,PIL.MpoImagePlugin,_save_all,./apps/Pillow/src/PIL/IcoImagePlugin.py,PIL.IcoImagePlugin,im_frame._attach_default_encoderinfo
./apps/Pillow/src/PIL/BmpImagePlugin.py,PIL.BmpImagePlugin,_bitmap,builtins,builtins,tuple
./apps/Pillow/src/PIL/PngImagePlugin.py,PIL.PngImagePlugin,_write_multiple_frames,./apps/Pillow/src/PIL/PngImagePlugin.py,PIL.PngImagePlugin,chunk
./apps/Pillow/src/PIL/ImtImagePlugin.py,PIL.ImtImagePlugin,_open,./apps/Pillow/src/PIL/_typing.py,PIL._typing,self.fp.read
./apps/Pillow/src/PIL/SgiImagePlugin.py,PIL.SgiImagePlugin,decode,builtins,builtins,range
./apps/Pillow/src/PIL/ImageDraw2.py,PIL.ImageDraw2,__init__,./apps/Pillow/src/PIL/ImageQt.py,PIL.ImageQt,ImageColor.getrgb
./apps/Pillow/src/PIL/MpoImagePlugin.py,PIL.MpoImagePlugin,_save_all,./apps/Pillow/src/PIL/IcoImagePlugin.py,PIL.IcoImagePlugin,im_frame.save
./apps/Pillow/src/PIL/PngImagePlugin.py,PIL.PngImagePlugin,_write_multiple_frames,++imported++,_binary,o32
./apps/Pillow/src/PIL/IcoImagePlugin.py,PIL.IcoImagePlugin,_save,./apps/Pillow/src/PIL/Image.py,PIL.Image,Image.new
./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,__init__,++imported++,math,isinstance
./apps/Pillow/src/PIL/PngImagePlugin.py,PIL.PngImagePlugin,_write_multiple_frames,builtins,builtins,len
./apps/Pillow/src/PIL/PdfParser.py,PIL.PdfParser,write_catalog,./apps/Pillow/src/PIL/IptcImagePlugin.py,PIL.IptcImagePlugin,self.next_object_id
./apps/Pillow/src/PIL/ImageDraw2.py,PIL.ImageDraw2,__init__,./apps/Pillow/src/PIL/ImageFont.py,PIL.ImageFont,ImageFont.truetype
./apps/Pillow/src/PIL/IcoImagePlugin.py,PIL.IcoImagePlugin,_save,./apps/Pillow/src/PIL/DdsImagePlugin.py,PIL.DdsImagePlugin,ImageFile._save
./apps/Pillow/src/PIL/ImtImagePlugin.py,PIL.ImtImagePlugin,_open,./apps/Pillow/src/PIL/Image.py,PIL.Image,buffer.split
./apps/Pillow/src/PIL/SgiImagePlugin.py,PIL.SgiImagePlugin,decode,./apps/Pillow/src/PIL/Image.py,PIL.Image,Image.new
./apps/Pillow/src/PIL/BmpImagePlugin.py,PIL.BmpImagePlugin,_open,./apps/Pillow/src/PIL/_typing.py,PIL._typing,self.fp.read
./apps/Pillow/src/PIL/PngImagePlugin.py,PIL.PngImagePlugin,_write_multiple_frames,++imported++,_binary,o32
./apps/Pillow/src/PIL/MpoImagePlugin.py,PIL.MpoImagePlugin,_save_all,./apps/Pillow/src/PIL/ImageChops.py,PIL.ImageChops,offsets.append
./apps/Pillow/src/PIL/PdfParser.py,PIL.PdfParser,write_catalog,./apps/Pillow/src/PIL/ImImagePlugin.py,PIL.ImImagePlugin,self.f.tell
./apps/Pillow/src/PIL/SgiImagePlugin.py,PIL.SgiImagePlugin,decode,./apps/Pillow/src/PIL/GimpPaletteFile.py,PIL.GimpPaletteFile,channel.frombytes
./apps/Pillow/src/PIL/IcoImagePlugin.py,PIL.IcoImagePlugin,_save,./apps/Pillow/src/PIL/ImageFile.py,PIL.ImageFile._Tile,ImageFile._Tile
./apps/Pillow/src/PIL/BmpImagePlugin.py,PIL.BmpImagePlugin,_open,./apps/Pillow/src/PIL/DdsImagePlugin.py,PIL.DdsImagePlugin,_accept
./apps/Pillow/src/PIL/ImageDraw2.py,PIL.ImageDraw2,__init__,++imported++,math,isinstance
./apps/Pillow/src/PIL/MpoImagePlugin.py,PIL.MpoImagePlugin,_save_all,./apps/Pillow/src/PIL/ImImagePlugin.py,PIL.ImImagePlugin,fp.tell
./apps/Pillow/src/PIL/BmpImagePlugin.py,PIL.BmpImagePlugin,_open,_sqlite3,_sqlite3,SyntaxError
./apps/Pillow/src/PIL/SgiImagePlugin.py,PIL.SgiImagePlugin,decode,./apps/Pillow/src/PIL/_typing.py,PIL._typing,self.fd.read
./apps/Pillow/src/PIL/IcoImagePlugin.py,PIL.IcoImagePlugin,_save,./apps/Pillow/src/PIL/IcoImagePlugin.py,PIL.IcoImagePlugin,frame.save
./apps/Pillow/src/PIL/ImtImagePlugin.py,PIL.ImtImagePlugin,_open,./apps/Pillow/src/PIL/ImageDraw2.py,PIL.ImageDraw2,lines.pop
./apps/Pillow/src/PIL/PngImagePlugin.py,PIL.PngImagePlugin,_write_multiple_frames,./apps/Pillow/src/PIL/Image.py,PIL.Image,im.convert
./apps/Pillow/src/PIL/PdfParser.py,PIL.PdfParser,write_catalog,./apps/Pillow/src/PIL/IptcImagePlugin.py,PIL.IptcImagePlugin,self.next_object_id
./apps/Pillow/src/PIL/SgiImagePlugin.py,PIL.SgiImagePlugin,decode,./apps/Pillow/src/PIL/Image.py,PIL.Image,self.im.putband
./apps/Pillow/src/PIL/ImageDraw2.py,PIL.ImageDraw2,__init__,_sqlite3,_sqlite3,ValueError
./apps/Pillow/src/PIL/MpoImagePlugin.py,PIL.MpoImagePlugin,_save_all,./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin.ImageFileDirectory_v2,TiffImagePlugin.ImageFileDirectory_v2
./apps/Pillow/src/PIL/IcoImagePlugin.py,PIL.IcoImagePlugin,_save,./apps/Pillow/src/PIL/IptcImagePlugin.py,PIL.IptcImagePlugin,image_io.seek
./apps/Pillow/src/PIL/BmpImagePlugin.py,PIL.BmpImagePlugin,_open,++imported++,_binary,i32
./apps/Pillow/src/PIL/PdfParser.py,PIL.PdfParser,write_catalog,./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,self.rewrite_pages
./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,__init__,++imported++,math,isinstance
./apps/Pillow/src/PIL/PngImagePlugin.py,PIL.PngImagePlugin,_write_multiple_frames,./apps/Pillow/src/PIL/DdsImagePlugin.py,PIL.DdsImagePlugin,ImageFile._save
./apps/Pillow/src/PIL/ImtImagePlugin.py,PIL.ImtImagePlugin,_open,shlex,shlex,join
./apps/Pillow/src/PIL/SgiImagePlugin.py,PIL.SgiImagePlugin,decode,./apps/Pillow/src/PIL/ImageShow.py,PIL.ImageShow,Image.register_decoder
./apps/Pillow/src/PIL/PngImagePlugin.py,PIL.PngImagePlugin,_write_multiple_frames,++imported++,typing,cast
./apps/Pillow/src/PIL/BmpImagePlugin.py,PIL.BmpImagePlugin,_open,./apps/Pillow/src/PIL/ImageDraw.py,PIL.ImageDraw,self._bitmap
./apps/Pillow/src/PIL/PdfParser.py,PIL.PdfParser,write_catalog,./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,self.write_obj
./apps/Pillow/src/PIL/ImtImagePlugin.py,PIL.ImtImagePlugin,_open,builtins,builtins,len
./apps/Pillow/src/PIL/SgiImagePlugin.py,PIL.SgiImagePlugin,decode,./apps/Pillow/src/PIL/WalImageFile.py,PIL.WalImageFile,Image.register_open
./apps/Pillow/src/PIL/MpoImagePlugin.py,PIL.MpoImagePlugin,_save_all,builtins,builtins,len
./apps/Pillow/src/PIL/PngImagePlugin.py,PIL.PngImagePlugin,_write_multiple_frames,./apps/Pillow/src/PIL/IptcImagePlugin.py,PIL.IptcImagePlugin,_idat
./apps/Pillow/src/PIL/ImageDraw2.py,PIL.ImageDraw2,__init__,./apps/Pillow/src/PIL/Image.py,PIL.Image,Image.new
./apps/Pillow/src/PIL/IcoImagePlugin.py,PIL.IcoImagePlugin,_save,./apps/Pillow/src/PIL/IptcImagePlugin.py,PIL.IptcImagePlugin,image_io.read
./apps/Pillow/src/PIL/PdfParser.py,PIL.PdfParser,write_catalog,./apps/Pillow/src/PIL/PdfParser.py,PIL.PdfParser.PdfName,PdfName
./apps/Pillow/src/PIL/ImtImagePlugin.py,PIL.ImtImagePlugin,_open,builtins,builtins,len
./apps/Pillow/src/PIL/SgiImagePlugin.py,PIL.SgiImagePlugin,decode,./apps/Pillow/src/PIL/DdsImagePlugin.py,PIL.DdsImagePlugin,Image.register_save
./apps/Pillow/src/PIL/MpoImagePlugin.py,PIL.MpoImagePlugin,_save_all,inspect,inspect,enumerate
./apps/Pillow/src/PIL/PngImagePlugin.py,PIL.PngImagePlugin,_write_multiple_frames,./apps/Pillow/src/PIL/ImageFile.py,PIL.ImageFile._Tile,ImageFile._Tile
./apps/Pillow/src/PIL/ImtImagePlugin.py,PIL.ImtImagePlugin,_open,builtins,builtins,ord
./apps/Pillow/src/PIL/SgiImagePlugin.py,PIL.SgiImagePlugin,decode,./apps/Pillow/src/PIL/ImageShow.py,PIL.ImageShow,Image.register_mime
./apps/Pillow/src/PIL/PdfParser.py,PIL.PdfParser,write_catalog,./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,self.write_obj
./apps/Pillow/src/PIL/SgiImagePlugin.py,PIL.SgiImagePlugin,decode,./apps/Pillow/src/PIL/ImageShow.py,PIL.ImageShow,Image.register_extensions
./apps/Pillow/src/PIL/PdfParser.py,PIL.PdfParser,write_catalog,./apps/Pillow/src/PIL/PdfParser.py,PIL.PdfParser.PdfName,PdfName
./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,__init__,++imported++,typing,cast
./apps/Pillow/src/PIL/PngImagePlugin.py,PIL.PngImagePlugin,_write_multiple_frames,inspect,inspect,enumerate
./apps/Pillow/src/PIL/ImageDraw2.py,PIL.ImageDraw2,__init__,./apps/Pillow/src/PIL/ImageDraw.py,PIL.ImageDraw,ImageDraw.Draw
./apps/Pillow/src/PIL/IcoImagePlugin.py,PIL.IcoImagePlugin,_save,++imported++,_binary,o32
./apps/Pillow/src/PIL/PdfParser.py,PIL.PdfParser,write_catalog,builtins,builtins,len
./apps/Pillow/src/PIL/MpoImagePlugin.py,PIL.MpoImagePlugin,_save_all,++imported++,struct,struct.pack
./apps/Pillow/src/PIL/BmpImagePlugin.py,PIL.BmpImagePlugin,decode,builtins,builtins,bytearray
./apps/Pillow/src/PIL/ImtImagePlugin.py,PIL.ImtImagePlugin,_open,./apps/Pillow/src/PIL/ImageMorph.py,PIL.ImageMorph,field.match
./apps/Pillow/src/PIL/IcoImagePlugin.py,PIL.IcoImagePlugin,_save,builtins,builtins,len
./apps/Pillow/src/PIL/PdfParser.py,PIL.PdfParser,rewrite_pages,inspect,inspect,enumerate
./apps/Pillow/src/PIL/SpiderImagePlugin.py,PIL.SpiderImagePlugin,isInt,shutil,shutil,int
./apps/Pillow/src/PIL/BmpImagePlugin.py,PIL.BmpImagePlugin,decode,builtins,builtins,len
./apps/Pillow/src/PIL/IcoImagePlugin.py,PIL.IcoImagePlugin,_save,./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,fp.write
./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,__init__,builtins,builtins,float
./apps/Pillow/src/PIL/ImageDraw2.py,PIL.ImageDraw2,render,++imported++,math,isinstance
./apps/Pillow/src/PIL/IcoImagePlugin.py,PIL.IcoImagePlugin,_save,++imported++,_binary,o32
./apps/Pillow/src/PIL/ImtImagePlugin.py,PIL.ImtImagePlugin,_open,tkinter,tkinter,m.group
./apps/Pillow/src/PIL/MpoImagePlugin.py,PIL.MpoImagePlugin,_save_all,./apps/Pillow/src/PIL/ImImagePlugin.py,PIL.ImImagePlugin,fp.seek
./apps/Pillow/src/PIL/PdfParser.py,PIL.PdfParser,rewrite_pages,./apps/Pillow/src/PIL/PngImagePlugin.py,PIL.PngImagePlugin,pages_tree_nodes_to_delete.append
./apps/Pillow/src/PIL/BmpImagePlugin.py,PIL.BmpImagePlugin,decode,./apps/Pillow/src/PIL/_typing.py,PIL._typing,self.fd.read
./apps/Pillow/src/PIL/IcoImagePlugin.py,PIL.IcoImagePlugin,_save,./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,fp.write
./apps/Pillow/src/PIL/MpoImagePlugin.py,PIL.MpoImagePlugin,_save_all,./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,fp.write
./apps/Pillow/src/PIL/PdfParser.py,PIL.PdfParser,rewrite_pages,./apps/Pillow/src/PIL/PdfParser.py,PIL.PdfParser.PdfName,PdfName
./apps/Pillow/src/PIL/PngImagePlugin.py,PIL.PngImagePlugin,_write_multiple_frames,./apps/Pillow/src/PIL/ImageOps.py,PIL.ImageOps,im_frame.crop
./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,__init__,++imported++,fractions,Fraction
./apps/Pillow/src/PIL/ImtImagePlugin.py,PIL.ImtImagePlugin,_open,shutil,shutil,int
./apps/Pillow/src/PIL/PdfImagePlugin.py,PIL.PdfImagePlugin,_save_all,./apps/Pillow/src/PIL/DdsImagePlugin.py,PIL.DdsImagePlugin,_save
./apps/Pillow/src/PIL/IcoImagePlugin.py,PIL.IcoImagePlugin,_save,++imported++,_binary,o32
./apps/Pillow/src/PIL/MpoImagePlugin.py,PIL.MpoImagePlugin,_save_all,./apps/Pillow/src/PIL/_binary.py,PIL._binary,o32le
./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,__init__,shutil,shutil,int
./apps/Pillow/src/PIL/BmpImagePlugin.py,PIL.BmpImagePlugin,decode,./apps/Pillow/src/PIL/_typing.py,PIL._typing,self.fd.read
./apps/Pillow/src/PIL/ImageDraw2.py,PIL.ImageDraw2,render,++imported++,math,isinstance
./apps/Pillow/src/PIL/PdfParser.py,PIL.PdfParser,rewrite_pages,./apps/Pillow/src/PIL/IptcImagePlugin.py,PIL.IptcImagePlugin,page_info.items
./apps/Pillow/src/PIL/MpoImagePlugin.py,PIL.MpoImagePlugin,_save_all,./apps/Pillow/src/PIL/ImageCms.py,PIL.ImageCms,ifd.tobytes
./apps/Pillow/src/PIL/IcoImagePlugin.py,PIL.IcoImagePlugin,_save,./apps/Pillow/src/PIL/ImImagePlugin.py,PIL.ImImagePlugin,fp.tell
./apps/Pillow/src/PIL/MpoImagePlugin.py,PIL.MpoImagePlugin,_save_all,./apps/Pillow/src/PIL/ImImagePlugin.py,PIL.ImImagePlugin,fp.seek
./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,__init__,++imported++,fractions,Fraction
./apps/Pillow/src/PIL/PdfParser.py,PIL.PdfParser,rewrite_pages,./apps/Pillow/src/PIL/PdfParser.py,PIL.PdfParser,key.name_as_str
./apps/Pillow/src/PIL/PngImagePlugin.py,PIL.PngImagePlugin,_write_multiple_frames,shutil,shutil,int
./apps/Pillow/src/PIL/ImtImagePlugin.py,PIL.ImtImagePlugin,_open,shutil,shutil,int
./apps/Pillow/src/PIL/IcoImagePlugin.py,PIL.IcoImagePlugin,_save,./apps/Pillow/src/PIL/ImImagePlugin.py,PIL.ImImagePlugin,fp.seek
./apps/Pillow/src/PIL/SunImagePlugin.py,PIL.SunImagePlugin,_accept,builtins,builtins,len
./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,__init__,shutil,shutil,int
./apps/Pillow/src/PIL/BmpImagePlugin.py,PIL.BmpImagePlugin,decode,builtins,builtins,max
./apps/Pillow/src/PIL/PngImagePlugin.py,PIL.PngImagePlugin,_write_multiple_frames,builtins,builtins,round
./apps/Pillow/src/PIL/ImageDraw2.py,PIL.ImageDraw2,render,++imported++,math,isinstance
./apps/Pillow/src/PIL/IcoImagePlugin.py,PIL.IcoImagePlugin,_save,./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,fp.write
./apps/Pillow/src/PIL/SunImagePlugin.py,PIL.SunImagePlugin,_accept,++imported++,_binary,i32
./apps/Pillow/src/PIL/MpoImagePlugin.py,PIL.MpoImagePlugin,_open,./apps/Pillow/src/PIL/ImImagePlugin.py,PIL.ImImagePlugin,self.fp.seek
./apps/Pillow/src/PIL/PngImagePlugin.py,PIL.PngImagePlugin,_write_multiple_frames,./apps/Pillow/src/PIL/QoiImagePlugin.py,PIL.QoiImagePlugin,encoderinfo.get
./apps/Pillow/src/PIL/BmpImagePlugin.py,PIL.BmpImagePlugin,decode,./apps/Pillow/src/PIL/_binary.py,PIL._binary,o8
./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,__init__,++imported++,fractions,Fraction
./apps/Pillow/src/PIL/ImtImagePlugin.py,PIL.ImtImagePlugin,_open,./apps/Pillow/src/PIL/WalImageFile.py,PIL.WalImageFile,Image.register_open
./apps/Pillow/src/PIL/MpoImagePlugin.py,PIL.MpoImagePlugin,_open,./apps/Pillow/src/PIL/WalImageFile.py,PIL.WalImageFile,JpegImagePlugin.JpegImageFile._open
./apps/Pillow/src/PIL/PdfParser.py,PIL.PdfParser,rewrite_pages,./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,self.write_page
./apps/Pillow/src/PIL/ImageDraw2.py,PIL.ImageDraw2,render,++imported++,math,isinstance
./apps/Pillow/src/PIL/MpoImagePlugin.py,PIL.MpoImagePlugin,_open,./apps/Pillow/src/PIL/WalImageFile.py,PIL.WalImageFile,self._after_jpeg_open
./apps/Pillow/src/PIL/IcoImagePlugin.py,PIL.IcoImagePlugin,_save,./apps/Pillow/src/PIL/ImImagePlugin.py,PIL.ImImagePlugin,fp.seek
./apps/Pillow/src/PIL/BmpImagePlugin.py,PIL.BmpImagePlugin,decode,./apps/Pillow/src/PIL/_binary.py,PIL._binary,o8
./apps/Pillow/src/PIL/PdfParser.py,PIL.PdfParser,rewrite_pages,inspect,inspect,enumerate
./apps/Pillow/src/PIL/PngImagePlugin.py,PIL.PngImagePlugin,_write_multiple_frames,./apps/Pillow/src/PIL/QoiImagePlugin.py,PIL.QoiImagePlugin,encoderinfo.get
./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,limit_rational,++imported++,math,isinstance
./apps/Pillow/src/PIL/BmpImagePlugin.py,PIL.BmpImagePlugin,decode,builtins,builtins,range
./apps/Pillow/src/PIL/IcoImagePlugin.py,PIL.IcoImagePlugin,_accept,inspect,inspect,prefix.startswith
./apps/Pillow/src/PIL/PngImagePlugin.py,PIL.PngImagePlugin,_write_multiple_frames,./apps/Pillow/src/PIL/QoiImagePlugin.py,PIL.QoiImagePlugin,encoderinfo.get
./apps/Pillow/src/PIL/ImageDraw2.py,PIL.ImageDraw2,render,./apps/Pillow/src/PIL/Image.py,PIL.Image.Image,ImagePath.Path
./apps/Pillow/src/PIL/SunImagePlugin.py,PIL.SunImagePlugin,_open,./apps/Pillow/src/PIL/_typing.py,PIL._typing,self.fp.read
./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,limit_rational,./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,self._val.limit_denominator
./apps/Pillow/src/PIL/PngImagePlugin.py,PIL.PngImagePlugin,_write_multiple_frames,./apps/Pillow/src/PIL/PngImagePlugin.py,PIL.PngImagePlugin,chunk
./apps/Pillow/src/PIL/ImageDraw2.py,PIL.ImageDraw2,render,./apps/Pillow/src/PIL/Image.py,PIL.Image,path.transform
./apps/Pillow/src/PIL/MpoImagePlugin.py,PIL.MpoImagePlugin,_after_jpeg_open,./apps/Pillow/src/PIL/JpegImagePlugin.py,PIL.JpegImagePlugin,self._getmp
./apps/Pillow/src/PIL/PdfParser.py,PIL.PdfParser,rewrite_pages,getopt,getopt,pages_tree_node.get
./apps/Pillow/src/PIL/PngImagePlugin.py,PIL.PngImagePlugin,_write_multiple_frames,++imported++,_binary,o32
./apps/Pillow/src/PIL/SunImagePlugin.py,PIL.SunImagePlugin,_open,./apps/Pillow/src/PIL/DdsImagePlugin.py,PIL.DdsImagePlugin,_accept
./apps/Pillow/src/PIL/MpoImagePlugin.py,PIL.MpoImagePlugin,_after_jpeg_open,_sqlite3,_sqlite3,ValueError
./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,__repr__,builtins,builtins,str
./apps/Pillow/src/PIL/PngImagePlugin.py,PIL.PngImagePlugin,_write_multiple_frames,++imported++,_binary,o32
./apps/Pillow/src/PIL/ImageDraw2.py,PIL.ImageDraw2,render,configparser,configparser,kwargs.setdefault
./apps/Pillow/src/PIL/SunImagePlugin.py,PIL.SunImagePlugin,_open,_sqlite3,_sqlite3,SyntaxError
./apps/Pillow/src/PIL/BmpImagePlugin.py,PIL.BmpImagePlugin,decode,builtins,builtins,len
./apps/Pillow/src/PIL/PdfParser.py,PIL.PdfParser,write_xref_and_trailer,./apps/Pillow/src/PIL/PdfParser.py,PIL.PdfParser,self.del_root
./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,__repr__,builtins,builtins,float
./apps/Pillow/src/PIL/PngImagePlugin.py,PIL.PngImagePlugin,_write_multiple_frames,++imported++,_binary,o32
./apps/Pillow/src/PIL/ImageDraw2.py,PIL.ImageDraw2,render,configparser,configparser,kwargs.setdefault
./apps/Pillow/src/PIL/PngImagePlugin.py,PIL.PngImagePlugin,_write_multiple_frames,++imported++,_binary,o32
./apps/Pillow/src/PIL/ImageDraw2.py,PIL.ImageDraw2,render,configparser,configparser,kwargs.setdefault
./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,__hash__,./apps/Pillow/src/PIL/PdfParser.py,PIL.PdfParser,self._val.__hash__
./apps/Pillow/src/PIL/PngImagePlugin.py,PIL.PngImagePlugin,_write_multiple_frames,++imported++,_binary,o32
./apps/Pillow/src/PIL/BmpImagePlugin.py,PIL.BmpImagePlugin,decode,./apps/Pillow/src/PIL/_typing.py,PIL._typing,self.fd.read
./apps/Pillow/src/PIL/ImageDraw2.py,PIL.ImageDraw2,render,configparser,configparser,kwargs.setdefault
./apps/Pillow/src/PIL/MpoImagePlugin.py,PIL.MpoImagePlugin,_after_jpeg_open,builtins,builtins,len
./apps/Pillow/src/PIL/PngImagePlugin.py,PIL.PngImagePlugin,_write_multiple_frames,++imported++,_binary,o16
