callerfilename,callermodule,callerfunction,calleefilename,calleemodule,calleefunction
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,transfer,apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,inlink.vehicles.inlink.vehicles.end_trip
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,route_next_link_choice,asyncio,asyncio,set
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,transfer,turtle,turtle,outlink.vehicles.append
apps/UXsim/uxsim/TaxiHandler/TaxiHandler.py,uxsim.TaxiHandler.TaxiHandler,print_stats,numpy,numpy,sum
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,update,lzma,lzma,s.user_function
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,route_next_link_choice,asyncio,asyncio,set
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,compute_edie_state,builtins,builtins,int
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,compute_edie_state,_operator,_operator,range
apps/UXsim/uxsim/scenario_reader_writer.py,uxsim.scenario_reader_writer,load_scenario,apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,W.adddemand_area2area2
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,transfer,turtle,turtle,outlink_candidates.keys
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,transfer,turtle,turtle,s.incoming_vehicles.remove
apps/UXsim/uxsim/TaxiHandler/TaxiHandler.py,uxsim.TaxiHandler.TaxiHandler,print_stats,_operator,_operator,len
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,network,numpy,numpy,min
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,compute_edie_state,builtins,builtins,int
apps/UXsim/uxsim/scenario_reader_writer.py,uxsim.scenario_reader_writer,load_scenario,numpy,numpy,W.print
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,transfer,inspect,inspect,s.inlinks.values
apps/UXsim/uxsim/TaxiHandler/TaxiHandler.py,uxsim.TaxiHandler.TaxiHandler,print_stats,numpy,numpy,print
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,transfer,_operator,_operator,range
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,route_next_link_choice,turtle,turtle,sorted
apps/UXsim/uxsim/scenario_reader_writer.py,uxsim.scenario_reader_writer,load_scenario,_operator,_operator,len
apps/UXsim/uxsim/TaxiHandler/TaxiHandler.py,uxsim.TaxiHandler.TaxiHandler,print_stats,_operator,_operator,len
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,transfer,_operator,_operator,range
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,network,numpy,numpy,max
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,area_to_pandas,optparse,optparse,df_links.loc.df_links.loc.sum
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,transfer,turtle,turtle,outlinks.append
apps/UXsim/uxsim/TaxiHandler/TaxiHandler.py,uxsim.TaxiHandler.TaxiHandler,print_stats,numpy,numpy,sum
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,route_next_link_choice,asyncio,asyncio,set
apps/UXsim/uxsim/scenario_reader_writer.py,uxsim.scenario_reader_writer,load_scenario,apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,W.adddemand_nodes2nodes2
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,transfer,_operator,_operator,s.W.rng.shuffle
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,transfer,_operator,_operator,len
apps/UXsim/uxsim/TaxiHandler/TaxiHandler.py,uxsim.TaxiHandler.TaxiHandler,print_stats,_operator,_operator,len
apps/UXsim/uxsim/scenario_reader_writer.py,uxsim.scenario_reader_writer,load_scenario,numpy,numpy,W.print
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,route_next_link_choice,asyncio,asyncio,set
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,route_next_link_choice,asyncio,asyncio,set
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,network,numpy,numpy,min
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,transfer,apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,link.vehicles.link.vehicles.end_trip
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,set_traveltime_instant,asyncio,asyncio,s.traveltime_instant.append
apps/UXsim/uxsim/TaxiHandler/TaxiHandler.py,uxsim.TaxiHandler.TaxiHandler,trips_to_pandas,apps/UXsim/uxsim/TaxiHandler/TaxiHandler.py,uxsim.TaxiHandler.TaxiHandler,s.compute_stats
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,update,apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,s.signal_control
apps/UXsim/uxsim/scenario_reader_writer.py,uxsim.scenario_reader_writer,load_scenario,_operator,_operator,len
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,route_next_link_choice,asyncio,asyncio,set
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,transfer,_operator,_operator,len
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,set_traveltime_instant,asyncio,asyncio,s.traveltime_instant.append
apps/UXsim/uxsim/TaxiHandler/TaxiHandler.py,uxsim.TaxiHandler.TaxiHandler,print_stats,_operator,_operator,len
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,update,apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,s.flow_capacity_update
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,set_traveltime_instant,asyncio,asyncio,s.traveltime_instant.append
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,__init__,asyncio,asyncio,self.setZValue
apps/UXsim/uxsim/TaxiHandler/TaxiHandler.py,uxsim.TaxiHandler.TaxiHandler,print_stats,numpy,numpy,sum
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,update,lzma,lzma,s.user_function
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,route_next_link_choice,turtle,turtle,sorted
apps/UXsim/uxsim/OSMImporter2/OSMImporter2.py,uxsim.OSMImporter2.OSMImporter2,launch_World_viewer,aifc,aifc,ImportError
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,transfer,_operator,_operator,len
apps/UXsim/uxsim/TaxiHandler/TaxiHandler.py,uxsim.TaxiHandler.TaxiHandler,print_stats,_operator,_operator,len
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,boundingRect,++imported++,PyQt5.QtCore,QRectF
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,compute_edie_state,builtins,builtins,int
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,arrival_count,builtins,builtins,int
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,area_to_pandas,turtle,turtle,n_links_rec.append
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,transfer,_operator,_operator,len
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,route_next_link_choice,asyncio,asyncio,set
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,paint,apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,painter.setBrush
apps/UXsim/uxsim/OSMImporter2/OSMImporter2.py,uxsim.OSMImporter2.OSMImporter2,_obtain_simplify_osm_by_osmnx_neatnet,turtle,turtle,ox.graph.graph_from_bbox
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,area_to_pandas,turtle,turtle,traffic_volume_rec.append
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,route_next_link_choice,asyncio,asyncio,set
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,paint,apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,painter.drawEllipse
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,transfer,socket,socket,np.array
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,__init__,apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,s.W.get_node
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,area_to_pandas,turtle,turtle,vehicles_remain_rec.append
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,compute_edie_state,apps/UXsim/uxsim/utils.py,uxsim.utils,lange
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,route_next_link_choice,socket,socket,np.array
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,area_to_pandas,asyncio,asyncio,total_travel_time_rec.append
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,transfer,numpy,numpy,sum
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,__init__,apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,s.W.get_node
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,area_to_pandas,turtle,turtle,average_delay_rec.append
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,route_next_link_choice,numpy,numpy,sum
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,network,turtle,turtle,plt.xlim
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,area_to_pandas,apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,average_speed_rec.append
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,transfer,_operator,_operator,np.ones
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,compute_edie_state,turtle,turtle,list
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,network,turtle,turtle,plt.ylim
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,area_to_pandas,apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,vehicle_density_rec.append
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,route_next_link_choice,numpy,numpy,s.W.rng.choice
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,transfer,_operator,_operator,len
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,compute_edie_state,inspect,inspect,tn.tn.tn.tn.values
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,__init__,builtins,builtins,int
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,area_to_pandas,turtle,turtle,pd.DataFrame
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,route_next_link_choice,numpy,numpy,sum
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,headerData,turtle,turtle,str
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,__init__,aifc,aifc,ValueError
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,transfer,numpy,numpy,s.W.rng.choice
apps/UXsim/uxsim/TaxiHandler/TaxiHandler.py,uxsim.TaxiHandler.TaxiHandler,trips_to_pandas,turtle,turtle,pd.DataFrame
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,network,++imported++,matplotlib.lines,Line2D
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,__init__,turtle,turtle,super
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,compute_edie_state,turtle,turtle,list
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,route_next_link_choice,numpy,numpy,s.W.rng.choice
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,transfer,numpy,numpy,sum
apps/UXsim/uxsim/TaxiHandler/TaxiHandler.py,uxsim.TaxiHandler.TaxiHandler,__init__,apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,super.__init__
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,compute_edie_state,inspect,inspect,dn.dn.dn.dn.values
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,__init__,asyncio,asyncio,self.setWindowTitle
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,network,++imported++,matplotlib.lines,Line2D
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,vehicle_groups_to_pandas,apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,s.W.analyzer.od_to_pandas
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,route_next_link_choice,numpy,numpy,max
apps/UXsim/uxsim/TaxiHandler/TaxiHandler.py,uxsim.TaxiHandler.TaxiHandler,__init__,turtle,turtle,super
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,transfer,numpy,numpy,max
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,compute_edie_state,numpy,numpy,sum
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,route_next_link_choice,builtins,builtins,zip
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,transfer,builtins,builtins,zip
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,network,++imported++,matplotlib.lines,Line2D
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,add_dest,apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,s.route_pref_update
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,compute_edie_state,numpy,numpy,sum
apps/UXsim/uxsim/TaxiHandler/TaxiHandler.py,uxsim.TaxiHandler.TaxiHandler,assign_trip_request_to_taxi,inspect,inspect,s.W.VEHICLES.values
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,vehicle_groups_to_pandas,_operator,_operator,range
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,__init__,aifc,aifc,warnings.warn
apps/UXsim/uxsim/TaxiHandler/TaxiHandler.py,uxsim.TaxiHandler.TaxiHandler,assign_trip_request_to_taxi,_operator,_operator,random.shuffle
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,network,++imported++,matplotlib,plt.colormaps.plt.colormaps
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,add_dest,turtle,turtle,s.dest_list.append
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,vehicle_groups_to_pandas,_operator,_operator,len
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,network,++imported++,matplotlib.lines,Line2D
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,vehicle_groups_to_pandas,inspect,inspect,enumerate
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,add_dest,apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,s.W.get_node
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,network,++imported++,matplotlib,plt.colormaps.plt.colormaps
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,add_dest,turtle,turtle,s.dest_list.insert
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,__init__,apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,super.__init__
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,add_dest,aifc,aifc,ValueError
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,vehicle_groups_to_pandas,asyncio,asyncio,travel_times.append
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,add_dest,apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,s.W.get_node
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,transfer,builtins,builtins,int
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,vehicle_groups_to_pandas,apps/UXsim/uxsim/OSMImporter/OSMImporter.py,uxsim.OSMImporter.OSMImporter,traveled_distances.append
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,network,++imported++,matplotlib.lines,Line2D
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,compute_edie_state,turtle,turtle,np.errstate
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,network,++imported++,matplotlib.lines,Line2D
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,set_links_prefer,apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,s.W.get_link
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,vehicle_groups_to_pandas,turtle,turtle,delays.append
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,compute_edie_state,optparse,optparse,np.nan_to_num
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,vehicle_groups_to_pandas,turtle,turtle,detours.append
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,set_links_avoid,apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,s.W.get_link
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,print_simple_stats,numpy,numpy,s.W.print
apps/UXsim/uxsim/OSMImporter2/OSMImporter2.py,uxsim.OSMImporter2.OSMImporter2,_obtain_simplify_osm_by_osmnx_neatnet,optparse,optparse,ox.project_graph
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,vehicle_groups_to_pandas,apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,speeds.append
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,vehicle_groups_to_pandas,turtle,turtle,total_trip_rec.append
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,print_simple_stats,numpy,numpy,s.W.print
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,add_dests,apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,s.add_dest
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,vehicle_groups_to_pandas,turtle,turtle,completed_trip_rec.append
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,print_simple_stats,numpy,numpy,s.W.print
apps/UXsim/uxsim/OSMImporter2/OSMImporter2.py,uxsim.OSMImporter2.OSMImporter2,_obtain_simplify_osm_by_osmnx_neatnet,_operator,_operator,neatnet.neatify
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,vehicle_groups_to_pandas,asyncio,asyncio,average_travel_time_rec.append
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,print_simple_stats,numpy,numpy,s.W.print
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,od_analysis,builtins,builtins,hasattr
apps/UXsim/uxsim/OSMImporter2/OSMImporter2.py,uxsim.OSMImporter2.OSMImporter2,_obtain_simplify_osm_by_osmnx_neatnet,optparse,optparse,ox.graph_to_gdfs
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,network,apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,dummy_speed.get_label
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,print_simple_stats,numpy,numpy,s.W.print
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,vehicle_groups_to_pandas,inspect,inspect,np.average
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,network,apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,dummy_density.get_label
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,od_analysis,numpy,numpy,sum
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,vehicle_groups_to_pandas,turtle,turtle,average_delay_rec.append
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,print_simple_stats,numpy,numpy,s.W.print
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,traveled_route,turtle,turtle,ts.append
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,print_simple_stats,numpy,numpy,s.W.print
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,network,++imported++,matplotlib.lines,Line2D
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,vehicle_groups_to_pandas,inspect,inspect,np.average
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,traveled_route,turtle,turtle,type
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,vehicle_groups_to_pandas,turtle,turtle,std_delay_rec.append
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,print_simple_stats,numpy,numpy,print
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,traveled_route,turtle,turtle,ts.append
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,network,++imported++,matplotlib.lines,Line2D
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,od_analysis,turtle,turtle,s.od_dist.s.od_dist.append
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,print_simple_stats,numpy,numpy,print
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,vehicle_groups_to_pandas,turtle,turtle,np.std
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,traveled_route,turtle,turtle,route.append
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,vehicle_groups_to_pandas,apps/UXsim/uxsim/OSMImporter/OSMImporter.py,uxsim.OSMImporter.OSMImporter,average_traveled_distance_rec.append
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,print_simple_stats,numpy,numpy,print
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,vehicle_groups_to_pandas,inspect,inspect,np.average
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,print_simple_stats,numpy,numpy,print
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,od_analysis,turtle,turtle,s.od_tt.s.od_tt.append
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,vehicle_groups_to_pandas,turtle,turtle,average_detour_rec.append
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,od_analysis,turtle,turtle,s.od_tt.keys
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,print_simple_stats,numpy,numpy,print
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,network,++imported++,matplotlib.lines,Line2D
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,vehicle_groups_to_pandas,inspect,inspect,np.average
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,print_simple_stats,numpy,numpy,print
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,traveled_route,turtle,turtle,ts.append
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,vehicle_groups_to_pandas,turtle,turtle,std_detour_rec.append
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,print_simple_stats,numpy,numpy,print
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,network,++imported++,matplotlib,plt.colormaps.plt.colormaps
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,traveled_route,turtle,turtle,ts.append
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,od_analysis,inspect,inspect,np.average
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,print_simple_stats,apps/UXsim/uxsim/utils.py,uxsim.utils,catch_exceptions_and_warn
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,network,++imported++,matplotlib.lines,Line2D
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,traveled_route,apps/UXsim/uxsim/uxsim.py,uxsim.uxsim.Route,Route
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,vehicle_groups_to_pandas,turtle,turtle,np.std
apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,generate_grid_network,_operator,_operator,range
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,vehicle_groups_to_pandas,apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,averae_speed_rec.append
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,network,++imported++,matplotlib,plt.colormaps.plt.colormaps
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,od_analysis,turtle,turtle,np.std
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,network,++imported++,matplotlib.lines,Line2D
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,time_space_diagram_traj,aifc,aifc,warnings.warn
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,vehicle_groups_to_pandas,inspect,inspect,np.average
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,time_space_diagram_traj,apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,s.compute_accurate_traj
apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,generate_grid_network,_operator,_operator,range
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,get_xy_coords,builtins,builtins,int
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,vehicle_groups_to_pandas,apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,std_speed_rec.append
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,network,++imported++,matplotlib,plt.colormaps.plt.colormaps
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,vehicle_groups_to_pandas,turtle,turtle,np.std
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,od_analysis,numpy,numpy,np.sum
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,get_xy_coords,builtins,builtins,int
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,time_space_diagram_traj,numpy,numpy,iter
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,vehicle_groups_to_pandas,asyncio,asyncio,average_travel_time_rec.append
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,arrival_count,_operator,_operator,len
apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,generate_grid_network,apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,W.addLink
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,network,++imported++,matplotlib.lines,Line2D
apps/UXsim/uxsim/TaxiHandler/TaxiHandler.py,uxsim.TaxiHandler.TaxiHandler,assign_trip_request_to_taxi,_operator,_operator,len
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,time_space_diagram_traj,turtle,turtle,type
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,vehicle_groups_to_pandas,turtle,turtle,average_delay_rec.append
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,network,++imported++,matplotlib.lines,Line2D
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,vehicle_groups_to_pandas,turtle,turtle,std_delay_rec.append
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,departure_count,builtins,builtins,int
apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,generate_grid_network,apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,W.addLink
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,__init__,builtins,builtins,dict
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,get_node,turtle,turtle,type
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,specify_routes,asyncio,asyncio,s.route_log.append
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,signal_control,asyncio,asyncio,s.signal_log.append
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,get_node,turtle,turtle,type
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,specify_routes,asyncio,asyncio,s.cost_log.append
apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,generate_grid_network,apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,W.addLink
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,__init__,builtins,builtins,dict
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,get_node,lzma,lzma,Exception
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,network_fancy,imaplib,imaplib,s.W.rng.random
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,plot_vehicles_log,turtle,turtle,str
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,adddemand_point2point,apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,W.get_nearest_node
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,specify_routes,turtle,turtle,s.ttts.append
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,time_space_diagram_traj_links,turtle,turtle,plt.figure
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,plot_vehicles_log,turtle,turtle,plt.plot
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,plot_vehicles_log,turtle,turtle,plt.grid
